,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
98,TMPRSS11A,C4BPB,CHRM2,F5,RND3,LITAF,COL27A1,PDE1A,SLC47A1,ITGAX,ZMYND15,GADL1,RPL36,SPON1,CLIC5,CSMD2,BTG4,MMRN2,AURKC,ATP6AP1,CDK5R1,,FUT3,GIMAP2
99,TRO,SRPX,TEDC2,LEF1,IGFBP3,IL1R1,ERBB4,COLEC12,MYOF,JAML,AOC1,ZNF676,RPL34,SERP2,TUBA4B,PHLDB1,FHOD3,NEURL1B,CTSC,RNF144B,CD3G,,MSLN,IKZF2
100,HRNR,CDHR5,GABRG2,SH2D2A,FSTL1,HCK,NFASC,PIEZO2,ZMYND15,FGF13,SLC6A12,MAGEC3,HMGA1,RAB19,MZB1,EMILIN1,IGF2BP3,RAPGEF3,SPRED1,C1QA,PZP,,PROM2,IKZF3
101,DNAJB5,SH2D7,GRAMD1B,SERINC5,ZBTB16,TBXAS1,MYO16,HECW2,PLA2G7,HRH2,HCRTR2,CYP2A6,CKS2,MUC12,CLDN14,DAZL,PTPRN2,EXOC3L2,CD84,LPCAT2,PLPPR5,,ISL1,RGS3
102,DUSP8,P2RX2,EZH2,BFSP2,CCL2,RNF144B,DZIP1,FILIP1,FCRLB,SPI1,ERICH5,MYCN,RPL38,FAM9B,SEC11C,CFAP69,NLGN1,SOX18,CTNNA3,SIGLEC9,SIT1,,ASPG,TRAF3IP3
103,CDK20,P2RY1,MCOLN2,SIRPG,LURAP1L,MARCKS,ATRNL1,IGF1,ZNF385A,CLEC7A,CST3,RAI14,RPL21,ZFP57,CRACR2B,FAT1,KCNK13,FZD4,CYP27A1,C1QB,TOX,,IL20RA,TC2N
104,COX7A1,TCF4,PBX4,RFLNB,TNFRSF11B,LCP2,SCARA3,PTPN14,MT1G,C5AR1,ARHGAP22,MEIS2,MZT2B,IL23A,PDIA4,BOC,TNFRSF11A,VWA1,ADAP2,HLA-DMB,GATA3,,TUBAL3,PTPN22
105,CETN2,ERN1,STRIP2,BLM,CPE,PLEK,SMAD9,TSPAN9,IGFBP2,S100A11,ZNF385A,KLHL29,CD180,ASIC1,TMEM156,DIO2,BATF3,EDN1,GRN,PIK3R6,CCR7,,IL13RA2,ZBTB16
106,RAET1E,P2RY14,GRID2,MAL,FHL1,PIK3AP1,KCNB2,AKAP12,TFCP2L1,ADGRE3,OTULINL,CNTN4,CHCHD2,CD5,ST6GALNAC4,PRRX2,KIAA1549L,SLC9A3R2,CREG1,MMP8,TENM1,,OR52E5,SCML4
107,PIRT,RUBCNL,NPM1,RCAN2,DAAM2,NCF1,CCDC85A,DOCK6,ASGR2,RPS9,TCERG1L,PDLIM1,CCNB1,CD109,KLHL14,NID2,IL6,HTRA1,OSBPL6,OSCAR,IPCEF1,,DUOXA1,ZMAT4
108,ACTL8,GPM6B,SEMA7A,RASGRF2,MYL9,GBP1,KIAA1755,NID1,SLC30A4,SLC22A15,EHF,ZNF423,MRPL51,CD96,TUBA4A,FBLN2,FSTL5,RAMP2,CYSLTR2,CD163,CD226,,SPDEF,CD300A
109,WNT3A,NTM,LDHB,CCDC167,C6,CEBPB,MAOB,MMP16,KCNN4,CASS4,TLR10,PLXNA2,TP73,PPP1CA,ESR1,TWIST1,PPP4R4,CCM2L,DNASE2,SPI1,GJA3,,FRMD1,DENND2D
110,LGALS3BP,FAM81A,DNAJC6,BTLA,ADAMTSL2,GCA,ITGB4,CHRNA7,MRC1,CCNJL,CLEC4F,PCDH15,ADAM29,ASPM,TMEM45A,PDGFRA,KCNN2,NES,CKAP2L,FGL2,SUSD3,,ANXA8,IL18RAP
111,IL17REL,CXorf21,KCNN4,CXCR6,PTGER3,PILRA,CSTA,MAP1B,SIGLEC15,TSPAN16,ASB2,FOXP2,CENPM,NR4A3,SSR4,ABCC9,EXO1,MOV10L1,AXL,TMEM144,PPP1CA,,IGSF9,TTLL10
112,ALS2CL,TMEM170B,KIF18A,IKZF3,NOTCH3,STX3,RAMP1,IQCA1,SLC37A2,DPEP2,FGD2,PLSCR4,RPS28,CNR2,WNT10A,NFATC4,RBM20,SPRY4,ATP6AP1,TDRD6,SPOCK2,,DLX6,JAKMIP1
113,TGFB1I1,MTCL1,DTL,PRKCQ,AMOTL2,LPCAT2,SLC30A8,ACKR3,DMXL2,NSUN7,CLEC10A,JUN,SMDT1,MYO7B,FA2H,FAM216B,IGSF1,ATG9B,IGSF10,LYZ,AQP3,,SLC2A4,XCL2
114,SYDE2,DCK,DEPDC1B,SPC24,TBX18,PTAFR,SYNM,ELN,CACNA1G,ABCC6,NPFFR1,LTBP2,COX7C,GATA3,SLC16A14,PYGO1,NTRK2,CH25H,TRPV4,PILRA,SYTL1,,CRYBA4,SBK1
115,AOC3,CRYM,TNF,POU3F1,GAS1,CD274,TRHDE,TNXB,ATP6V0D2,PRAM1,ICOSLG,WHRN,UQCRB,ANKRD18A,CEP128,MEIS3,DNAJC5B,GATA2,ZNF385A,TYROBP,SKAP1,,CEACAM7,ST8SIA6
116,TBX5,SH3BP4,ZBTB32,FXYD5,LONRF2,CXCR4,NDRG4,JCAD,SEMA3C,RGS18,MYCL,MID2,RASAL1,RAB33A,SCAMP5,MEDAG,NPNT,NPR1,TFCP2L1,HK3,SIDT1,,MS4A2,ABCD2
117,CGNL1,BEND6,KIF23,TRAF3IP3,SLC25A48,NFAM1,TMEM119,MEGF6,CYP2S1,S100Z,TIFAB,CD9,UQCR10,GPA33,TNFRSF17,LZTS1,HS3ST5,FAM124B,SMIM30,C10orf105,RFLNB,,IQCF3,NCALD
118,TCIM,AR,CHEK1,TMEM156,SPIC,SIGLEC10,ANO5,FAM189A2,ITGAX,BEST1,FZD2,ART4,TAS1R1,SKA3,SLC7A5,ST6GAL2,TPTE,ACE,IGFBP2,CMKLR1,CD2,,NEBL,SLC14A1
119,PCDH11X,RIMS3,E2F7,GIMAP5,EPHB6,FGR,CELF4,BCAR1,EPOP,TSPAN2,GRIK4,SPOCK3,COX6B1,GPRIN3,PLEKHN1,GPX8,CFAP46,STC2,EPOP,PFKFB4,ZAP70,,NRG3,INPP4B
120,CADM3,BAHCC1,C19orf48,ITGAL,NBL1,PLAUR,HPGD,DOC2B,OSM,SH3BGRL3,ZNF462,SLC44A5,SNRNP25,OPRM1,ATP2A3,TBX5,CHRNA6,PI16,GCKR,FCRL6,CNKSR2,,SNCAIP,TMC8
121,RBPJL,LCNL1,MCM10,TRPV3,ATOH8,IGSF6,IGSF9B,PTCHD4,SLC22A15,SMIM35,TNNI2,PLA1A,RPL22L1,TMEM156,HOOK1,SPOCD1,SLC26A9,ANGPTL8,RASSF4,,VWDE,,EYA2,TMPRSS3
122,YAP1,CIB2,IZUMO4,,C11orf96,EFHD2,RSPO3,ALPK3,CTTNBP2,SIGLEC9,ST18,CSF1,CDC20,RIMS3,CITED2,GPRC5A,PEG10,CAPN11,SMPDL3A,,C5orf58,,LINGO2,TSPAN32
123,PTRHD1,WNT10A,RAD54L,,ASPA,IFIT2,KIF25,KANK2,HS3ST2,ARG1,MGLL,GPRC5B,TRMT112,SPC24,KANK1,TREH,GTSF1,SNAI1,RAB37,,THEMIS,,EFEMP1,CD69
124,KIRREL1,PROC,CDS1,,SHOX2,ALOX5AP,STRA6,ARAP3,P2RY1,CDKN2D,VASH1,TGFA,CD5L,WDR62,BLNK,ACTG2,PLPP4,SYT7,ATRNL1,,DOK6,,EYA4,CATSPERB
125,SSC5D,GRB14,PMAIP1,,TYRO3,IFIT3,IGDCC4,FABP5,KIFC3,AATK,DNASE1L3,SGSM1,UBE2C,SIDT1,NUGGC,APELA,SPINK13,NRARP,NR1H3,,P2RY10,,GULP1,DUSP2
126,MS4A2,AHNAK2,CENPX,,KRT18,CASP1,PKDCC,HOXD3,UPP1,MGAM2,HLA-DOB,CORO2B,SHISA8,CD3E,FBXL16,SDK1,TBX20,PTPRG,NT5DC4,,ATP10A,,PKHD1L1,GIMAP6
127,ADAMDEC1,TNNI2,UBE2T,,NKD2,TBC1D30,SEC14L5,LRCH2,TSKU,NLRP3,FCGBP,BMX,ANAPC15,NCAPH,TP73,CYP7B1,KRT86,EPAS1,MMP2,,BEX2,,FGFR2,FRMPD3
128,TMEM176B,EPHA2,FLG,,ZNF703,B3GNT5,RGMA,LAYN,SIGLEC7,HAL,DPP4,GALNT15,SF3B5,GIMAP5,MANF,CACNA1C,CACNG8,APBB2,SPSB4,,RASGRF2,,SLC4A4,GPRIN3
129,PKNOX2,P2RY6,SYDE2,,SYDE1,CD14,FAM3B,PGF,SLC4A1,COX7B,ICAM5,CLCN4,ALYREF,LAYN,C17orf97,CDH11,CYP19A1,COL4A2,SASH1,,SHISAL2A,,TGFB2,GIMAP4
130,NECTIN3,TRPM2,FOSL1,,FOXF1,CD300A,TFAP2C,PDE2A,HNMT,KCNE3,KIT,HIF3A,SIT1,DTL,RALGPS2,MEIS1,PLA2G12B,NRP1,SIRPD,,CEACAM21,,CA8,LY9
131,AADAT,TNFRSF21,CDC25A,,NPY5R,APOBR,GJA4,FAM171B,PTGER2,HCST,GCSAM,SEC16B,GLRA3,PARP15,MYEOV,YAP1,GABRR3,TMTC1,VAMP8,,FGF9,,BMPR1B,TBC1D10C
132,SELENOM,OTULINL,C4orf46,,PHF24,SOD2,SOX9,KBTBD11,EIF3G,ZDHHC19,LIMCH1,ARL4A,HMGB3,KCNK1,P3H3,SLIT2,MUCL3,DLC1,HLA-DMB,,CD3D,,RASEF,TTC22
133,VEGFA,CCR3,SKA1,,PABPC5,HSPA6,VSIG10L2,WFS1,GADD45G,SLCO4C1,MYO7B,TMEFF2,CAMK2B,UBE2T,COL9A3,NHS,CDH19,RAPGEF4,APBA1,,CD7,,MYH14,SLAMF6
134,PLPPR4,ITM2C,DMRT1,,P2RX6,CARD16,GATA4,RBP1,CMKLR1,FAM169B,TXN,MFAP3L,CDT1,F2R,FCRLB,RUNX1T1,IGLON5,SASH1,SIGLEC7,,PRR5,,SLC7A2,GRAP2
135,KPNA7,GPR183,LHX2,,SCN4B,CNGB1,TUBB2B,LRCOL1,LRP1,CXCL16,ASIC1,CADM3,UCHL1,CAV1,SLC6A13,SLC24A3,RRM2,RASGRF2,KCNMA1,,DUSP2,,EHF,GZMM
136,ZNF462,GRAMD1B,UGT3A1,,GSTM5,SCN1B,TMEM37,SPSB4,CASQ1,FRAT1,ADGRG6,OLFM1,RPS17,KCNN4,NTNG1,SLC39A14,LIPF,PRSS23,MITF,,IKZF2,,SLC28A3,CD226
137,CD24,SNCA,DISP3,,CALD1,QPCT,GGTLC2,EFNA1,HRH1,PHOSPHO1,CLEC12B,EPHA2,BTNL2,COL19A1,SEC61G,GLI3,NYAP1,GRB10,TRPM2,,TUBA4A,,WNK2,C4orf50
138,PAPSS2,GNG7,EXO1,,SEMA5A,PLIN4,FOLH1,LOX,ICAM5,TOMM22,NAGA,SRCIN1,PTCHD1,IKZF3,CADPS2,SPARC,XKR4,PCSK5,CHIT1,,CORO1A,,KLF5,CEACAM21
139,MICALL2,NRP1,PAQR6,,IGFBP7,MYBPC3,CRIP1,DKK3,,TMEM72,IL22RA2,SHC2,ROMO1,ITM2A,MTCL1,PARVA,TENM3,HRH1,LILRB4,,PRKCH,,HS3ST2,KIT
140,TYRO3,IGSF10,PLG,,TNC,HHLA2,OVCH2,ZNF343,,KCNK7,CLCN4,WSCD1,POP7,CORO1A,,HMCN1,STEAP1B,FAT4,CARD9,,TMEM238,,MYBPC1,LCK
141,CRB2,GABRR3,TRIAP1,,NCKAP5,PNPLA1,TMEM158,RAB3IL1,,TMEM200B,P2RY14,FZD8,CFAP73,S100A4,,LGR4,PLA2G4A,SORBS2,ARSJ,,BCL11B,,LYPD6B,PLCH2
142,ARRDC4,TGFBI,NTRK2,,TANC1,CMTM2,CALHM5,BCHE,,PPP1R14D,SNX22,MYO7A,PTRHD1,TBC1D10C,,CRISPLD2,AHR,FGD5,SLC31A2,,SPON1,,TTC6,CARD11
143,EPHB6,TIFAB,DCTPP1,,CXCL9,CIB3,TMSB15A,CORO6,,NDNF,CXCL16,SLC19A3,SAPCD2,KCNA3,,MRC2,ERC2,JAM2,LRRTM3,,ANK3,,AKR1C1,TMIGD2
144,ADCY5,KCNK1,PPP1R14B,,PID1,LRFN1,S100A1,RNF112,,LAGE3,MCOLN2,SNCG,NACA2,RBM20,,MICALL2,AGMO,SPC25,SLC1A3,,LCK,,LIPH,CARNS1
145,CDC42EP1,KCNH8,PRC1,,ITGA1,FNDC3B,DIRAS3,RASGRP3,,SLC22A16,APOBR,SEMA6C,SAMD7,CORO6,,MT2A,MYO3B,CPXM2,FYB1,,PDE3B,,LGR5,C5orf58
146,HMGCLL1,MCOLN2,FAM111B,,NR2F2,LYN,LBHD2,PGM5,,BASP1,IL23R,SV2A,EFCAB1,RAC2,,VEGFA,CCR7,ARHGEF28,PDGFC,,NLRC3,,PPP2R2C,EPHA4
147,KEL,PALD1,FBXO43,,FSIP1,SRGN,ENOX1,WWTR1,,MEGF9,KCNN1,GPR146,EIF5AL1,C16orf54,,SFRP4,PTGIR,SAMD5,MEP1A,,SULT2B1,,GABRP,RNF157
148,DLX5,C12orf75,COMTD1,,MYLK,PIK3R5,TMEM178B,BACE2,,CPPED1,HLA-DMB,C1orf115,BACH2,KNL1,,PPFIA2,ARHGAP6,CLEC1A,SUCNR1,,LTB,,KLHDC7B,FXYD5
149,PGF,BSPRY,ACRV1,,CYP1B1,PPCDC,CR1,ST6GALNAC3,,SLC12A6,CLEC1B,FAM107A,ZNF804A,CENPE,,HAS2,TXN,PODXL,RNASE1,,DENND2D,,C2CD4B,
150,OLFM1,P2RX1,RPL37,,EGR1,IRAK3,PLCB4,PALD1,,BCL6,QPCT,CRHBP,PTMA,ANXA2R,,ABCA9,SPOCK1,CD93,IL2RA,,NAP1L2,,FAM83E,
151,PHF24,HERPUD1,WDR62,,DENND2A,NBN,VCAM1,STK32B,,DUSP1,CLEC12A,SALL4,KANK1,IL32,,KCND3,AMPH,MCF2L,ACP5,,PRKCQ,,CBLC,
152,JUN,CDCA7L,CD274,,KEL,SNX10,STPG2,GNG12,,CYTH4,PDE1C,ZIM2,BCL7A,TCF7,,ZFHX4,CPA6,ELOVL7,HBEGF,,,,COL7A1,
153,GLI3,ICOSLG,KCNN1,,PLCXD3,RILPL2,RBMS3,CTDSPL,,FOS,PPM1H,TRAPPC3L,LTB,QPRT,,F3,TRPC6,DKK2,CD300LF,,,,SPATA18,
154,PDE1C,SMIM3,KIF2C,,ACSS3,SLA,TENM4,ABLIM2,,MBOAT7,SLC4A3,FAM72B,TOP2A,GIMAP2,,ITGB5,VASH2,CAVIN1,SMIM3,,,,FAM83F,
155,ANK2,CDK5R1,CDCA2,,SERPING1,SLC45A4,PTPRT,ARHGAP23,,ARRB2,MPEG1,HTR1E,RPS19,NDC80,,FBLIM1,GUCY1A2,TNS2,SHISA8,,,,ALDH1L1,
156,CELF4,DPP4,SKA3,,PDLIM3,MT-ND4,GNA14,RGS3,,GMFG,,ST6GALNAC1,GAPDH,GZMA,,TPM2,TMEM273,ID3,QPRT,,,,PIP,
157,PRRX2,HRNR,IL4I1,,CDH18,SIRPA,MYO1B,TRMT9B,,REPS2,,MDH1B,RPL11,GIMAP4,,TMEM45A,TMEM217,SHE,CD33,,,,SIX4,
158,TNFSF15,MYBL2,ABCD2,,IL34,SCARF1,SLCO2B1,RNF165,,PLBD1,,INKA1,GPM6A,TTK,,ASAP3,PHKA1,DOK5,SLAMF8,,,,ANKRD18A,
159,CSRNP3,EPHB1,FAM83D,,FAM189A1,TAGAP,PLA2R1,TSPAN15,,DNAH17,,MMEL1,GALNT14,PMAIP1,,FKBP10,MPPED2,ADGRG6,IGSF6,,,,GPC1,
160,SLITRK2,VWA2,ESPL1,,FOSB,MT-CO3,ESR1,RGS17,,CEBPD,,FIBIN,EEF1A1,RCAN3,,EDNRA,SCN3A,ST8SIA6,VNN1,,,,LRFN2,
161,HPGD,,RPS6,,ERRFI1,KIFC3,PIWIL4,WASF3,,ADAM8,,SMIM10,CENPF,LPAR5,,ADAMTS4,MYBPC2,SOX13,HRH1,,,,PTPRU,
162,GPR176,,RPL12,,ADCY5,LIPC,WLS,CPAMD8,,SLC26A8,,TUSC1,HMGN2,WNT3A,,CTSK,CES4A,TEAD4,SLC7A7,,,,MRAP2,
163,LAMB2,,E2F1,,FHL2,MT-ND1,PAPLN,PLAT,,RAB3D,,NAP1L2,RPL10,RFX8,,HEPH,COLGALT2,TPD52L1,RUFY4,,,,SPINK5,
164,NRCAM,,DNAH8,,EDNRB,GRINA,ADGRL2,FAM43A,,PLB1,,C2orf73,RPL13,SLC14A1,,EBF2,PEX5L,CSRP2,ATP8B4,,,,SP6,
165,CXCL14,,IL6,,SELENOM,GPR65,DDR2,GRAP,,EVI2B,,CA4,PLEKHA7,BTBD11,,FREM1,CDC45,SNCA,FCER1G,,,,B3GALT5,
166,SUSD5,,NUDT8,,PCDH11Y,NOD2,EPB41L3,HOXA3,,PSME1,,PSG7,MKI67,GTSE1,,SMIM3,VSTM2L,CRIP2,NOS1AP,,,,FGFR3,
167,NYNRIN,,FGF2,,HSPB8,PPP1R3B,SLC30A4,KCTD8,,PFKFB4,,PRSS35,PRDX1,CD84,,CERCAM,KCNN1,FAM124A,KEL,,,,BPIFB1,
168,STK32B,,ATP5MC1,,CSRNP3,DHRS13,EFNB2,N4BP3,,C5orf58,,PTPRM,RPL6,TRPV3,,TPBG,ZDHHC11,TSPAN12,PLAU,,,,HEY2,
169,EN1,,CPNE7,,GP1BA,ARL11,ARHGAP22,LOXHD1,,ISG15,,LAMC1,SEC11C,GPR19,,MN1,TRIP13,NPDC1,PRDX1,,,,KRT7,
170,CACNA2D3,,TTK,,TMEM176A,CHIT1,KIRREL3,CMBL,,HPSE,,PDE7B,KLHL14,P2RY10,,TBX3,SCN2A,LDLRAD2,SLCO2B1,,,,CCNO,
171,RARRES2,,CDC6,,LGALS3BP,C15orf39,MAP1LC3A,PHF24,,ICAM3,,TJP1,PFN1,BACH2,,CFAP300,KNDC1,FBLN5,TGFA,,,,CHMP4C,
172,FOXO6,,RBM20,,ADGRA2,NSG2,LAMC2,S100A16,,PPEF1,,DOK6,DNAH8,SBK1,,TNFRSF12A,GADD45G,S1PR1,PTGDS,,,,LCN12,
173,SCD5,,BTG4,,DLL4,TMPRSS12,GRIA3,PDE7B,,PYCARD,,PDGFC,TPX2,GPR174,,HOXC4,RAB6B,EHD2,GPC4,,,,PKP1,
174,ZNF454,,EBF1,,ENC1,CLN3,CR1L,APBA1,,CALM2,,SGCZ,CFL1,GAL3ST4,,CPXM1,TROAP,CX3CL1,RNASE6,,,,SLC5A1,
175,PRSS36,,CENPF,,IRS1,NANOS3,TRABD2A,SHROOM2,,HSD17B13,,LRIG3,TPT1,GIMAP6,,DACT1,TRPC3,CA2,POU6F2,,,,B3GNT3,
176,EGFR,,ATF5,,SUSD5,REM2,CERKL,RAI14,,RABGEF1,,KCNQ3,RPL4,CLSPN,,CAMK2A,CDC20B,MMP28,CACNA1G,,,,FST,
177,PTPN21,,CDCA8,,GJC1,NHLH1,TNFRSF9,GABRE,,SLC15A5,,TMEM132B,GPS2,HCST,,TMEM98,ARMC3,SLC16A14,MMP15,,,,TMEM100,
178,HAS2,,MRPL11,,GLYATL2,LIPF,TDRP,LYPD6,,GPRIN1,,KCTD12,ATP5MG,,,SPRED3,RORC,CRISPLD1,CD74,,,,RHOV,
179,CD276,,ANLN,,LAMB2,FCGR2B,MOXD1,DLGAP2,,NPM2,,CAV1,SRP14,,,MT1E,LGI1,RFLNB,PDK4,,,,TACSTD2,
180,PPP2R2C,,DUSP2,,KPNA7,FCER1G,MYO5B,OSBPL6,,CNPY1,,TP53I11,RAN,,,AADAT,OLAH,CPLX1,AIF1,,,,KRT20,
181,MMP23B,,CCR7,,ASTN1,CRISPLD2,ATP10B,GALNT18,,NFE2,,NTNG1,UBB,,,TBX2,PAQR6,BCAM,CAPG,,,,HAUS7,
182,GJC1,,CD70,,SAMD11,MT-ND2,CDH2,EPHX4,,FTH1,,ARFGEF3,COX4I1,,,FZD1,NPHS2,ASS1,HLA-DRA,,,,CREG2,
183,COLCA2,,MCM2,,ASXL3,ISG15,RARRES2,OLFML2A,,AOC1,,TMEM200A,BUB1,,,CNN1,NUDT8,APCDD1,CD14,,,,C9orf50,
184,PRRX1,,PRICKLE2,,GPX3,TNNI2,RASGEF1A,CGNL1,,VSTM1,,ARSJ,ORC6,,,TSKU,ZDHHC11B,CAVIN3,HLA-DOA,,,,FGF20,
185,TPBG,,TROAP,,CRB2,CXCL8,KIF6,TM4SF18,,GCA,,CNTNAP3,RPS14,,,KCNK3,NPM3,ATAD3C,CFD,,,,FGF9,
186,CFAP221,,SYN2,,GDF7,FCAR,NELL1,BHMT2,,LYN,,NUPR1,SUSD3,,,GLIS3,RNF208,ANKRD65,GADD45G,,,,RGPD6,
187,CTSK,,ARHGEF28,,CXCL11,ADAM8,ADAMTS14,SASH1,,LRRC25,,PRSS48,CDCA7,,,FBN1,USP2,MGAT5B,HLA-DRB1,,,,ABCF2.1,
188,CHRNA7,,SAPCD2,,TMEM255A,NCF2,DSC2,SHE,,SLC45A4,,TDRD10,RABAC1,,,UACA,RBPJL,LRRC32,FGL2,,,,ACR,
189,PARVA,,ESCO2,,MOCS1,LILRA2,TCIM,PALM,,CCL3L1,,SLC48A1,SELENOK,,,LAMA2,ADM5,ELFN1,MMP14,,,,TEX43,
190,PLXDC1,,RCAN2,,PLAC9,SLC12A6,ALS2CL,GPR146,,CCR1,,CTTNBP2,APOO,,,DCBLD2,RAB33A,KCNK9,KCTD12,,,,MS4A8,
191,GP1BA,,LGALS1,,MYOZ2,BCL6,VANGL2,ZMAT4,,HRH4,,GPSM1,MYBL2,,,GXYLT2,EPHA7,ASB9,CCL18,,,,C7orf25,
192,ADORA1,,CASR,,NDN,NAMPT,PRTG,DENND2A,,RHOB,,SYN2,CDK1,,,ARMC9,C19orf81,MMP15,ATP1A4,,,,MUC1,
193,LIPG,,CENPE,,FEZ1,TMEM71,FGF11,ARHGAP6,,FCER1G,,BHMT2,DLGAP5,,,MSRB3,PPP1R14A,HOXD8,PLEK,,,,SELENOV,
194,SMARCA1,,HECW1,,IAPP,MXD1,GABRB3,PLSCR4,,SRGN,,DCHS1,MARCKSL1,,,CHL1,REELD1,PON3,CDS1,,,,TRPV6,
195,MOCS1,,CDCA7,,FZD7,BEST1,LIPG,EXOC3L1,,LAPTM5,,SLC45A3,SDF2L1,,,SLC12A8,GJB2,AQP7,HLA-DRB5,,,,APOB,
196,TPM2,,KCNA3,,TGFB1I1,PADI2,RPS6KL1,DCHS1,,CDC42EP2,,CSPG4,KIF2C,,,BMP1,PLG,PLPPR4,CRHBP,,,,CPN2,
197,TENM3,,TRIM9,,PURG,GPR84,PTGFR,NOVA2,,NDUFAF3,,RAP1GAP,TUBA4A,,,GPR173,PITX3,EPHX4,IL4I1,,,,NRXN3,
198,DPT,,AKR1C2,,GLP2R,SGPP2,CDC42EP5,FEZ1,,RFLNB,,ZNF454,EIF5A,,,ALDH1A3,FAM71F1,PKP4,DMXL2,,,,CACNA2D1,
199,RNF150,,DNAJB5,,FOXO6,ANPEP,TNFRSF19,ADGRF5,,ADM,,TTC29,SHCBP1,,,SMARCA1,THEG,INSR,CD163,,,,UNC5C,
200,EPHX4,,LTA,,CDKN1C,TMEM154,PRDM6,TMEM74B,,DOCK5,,SMIM17,TMA7,,,HECW1,LIPJ,HEG1,CASQ1,,,,EGFR,
201,ST6GALNAC5,,ASPM,,CELSR2,ANKRD22,WDR87,GLRB,,TRPM6,,BRSK2,KCNK12,,,LGALS1,NCALD,CADPS2,MYO5B,,,,ITGB8,
202,FLRT3,,OSBPL6,,CHRD,ADGRE2,MAL2,FLRT3,,MYBPC3,,EFNB1,BTF3,,,RFX8,CEP78,ETS2,GAS2L3,,,,MARK1,
203,FDCSP,,RPL22L1,,C9orf92,LILRB3,AP3B2,SMARCA1,,RAB37,,SEZ6L2,ESCO2,,,DZIP1L,CSMD1,CACHD1,RAB3IL1,,,,EPS8,
204,GABRE,,SPC24,,TRNP1,NLRP3,GLIS2,TDRD10,,KCNJ15,,GLRB,CDCA2,,,LRFN5,C12orf75,ADAMTSL3,SLC2A5,,,,NTN1,
205,PYGO1,,DEPDC1,,NFIB,FCGR2A,MDK,SLC45A3,,NHSL2,,C16orf78,CDCA7L,,,ANGPT1,PAK3,JAG1,ARL4C,,,,CCDC3,
206,CHST4,,PKMYT1,,ANK2,OSCAR,VRTN,THSD1,,DHRS13,,TMEM74B,CDCA8,,,SYTL4,IL4I1,IGFBP4,SPIC,,,,ADARB2,
207,KRT8,,MT-ND2,,TEAD1,REPS2,COLCA2,CEMIP,,SLC25A37,,BCO1,MAMDC2,,,SYN1,ATF5,DAB2IP,P2RY13,,,,MET,
208,CAP2,,RPL4,,COLQ,OLR1,CFAP221,ENPP6,,RNASE6,,ZNF732,SLC25A5,,,PLEKHA6,MT-ND2,NHSL2,TMEM176A,,,,CDH13,
209,SYDE1,,BATF,,FERMT2,GCH1,PTGES,PDGFC,,PMAIP1,,LIF,ATP5F1E,,,CD276,MSR1,SYNPO,CD1B,,,,ADAM23,
210,DACT2,,MYBL2,,DEPP1,CCM2L,PTN,TFPI,,PPP1R3B,,TSPAN6,AURKB,,,SSC5D,PTPN20,NRCAM,HTRA4,,,,PTGS2,
211,ADGRA2,,GPRIN1,,MPDZ,UPP1,ABCA8,SHC2,,PLAUR,,SLC16A11,EHD3,,,CLEC11A,SYT17,EML1,,,,,SORBS1,
212,TMIE,,BATF3,,COL18A1,CYTH4,EFS,CALCRL,,VNN1,,ARL6IP1,PBK,,,MMP23B,DCDC1,CD109,,,,,ENAH,
213,ARSJ,,SNRPB,,ZNF462,SPI1,SH3GL3,GNG11,,CIB1,,TRIM54,RANBP1,,,GLIS1,GRIK4,GIPC2,,,,,TGM2,
214,IGFBP7,,TXN,,RCAN2,SIGLEC9,COLEC10,PTPN21,,LYPD8,,GOLGA8K,KIFC1,,,METTL24,WNT5A,ADAM15,,,,,NTN4,
215,LGR5,,PPP4R4,,PDE1C,STEAP4,FAM222A,CNTNAP3B,,CLEC12A,,GBX1,PCBP1,,,COPZ2,SEZ6L,PMP22,,,,,EPHA4,
216,SYPL2,,MAGEA4,,GUCY1B1,CASS4,CASQ1,TP53I11,,HTR7,,GUCY1B1,PPP1CA,,,P3H3,VAT1L,UPP1,,,,,CDH3,
217,PPDPF,,PRR7,,PROS1,ARRB2,TTBK1,KRTAP10-4,,HSPA6,,RAET1E,DUSP2,,,IL1RL2,BBOX1,ACVRL1,,,,,CATSPERB,
218,ANKRD29,,VASH2,,CAP2,FYB1,TNNT3,ANGPTL8,,ARL11,,SYBU,CALM3,,,EGFL6,UNC13C,PKN3,,,,,SCD5,
219,ROBO1,,RRM2,,THBD,C10orf105,MFAP5,NRXN3,,FYB1,,TMOD1,AURKA,,,ADORA1,WDR17,SHROOM2,,,,,RDH10,
220,FGFR2,,TMEM238,,CD24,P2RY13,PNMA3,NFIB,,ELOB,,SLC25A27,CCDC167,,,KCNK2,FBL,THSD1,,,,,MGST1,
221,LAMA3,,PLK4,,SERPINH1,TYROBP,DDX4,POF1B,,OSM,,SEMA3D,ATP5MC3,,,STUM,DCDC2,PDGFB,,,,,FRK,
222,FAM20A,,MCM4,,FBLN7,SORL1,B4GALNT1,ZFPM2,,LRRK2,,VSTM4,NDUFS5,,,MTMR11,MARVELD2,RHOB,,,,,PLEKHG7,
