,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
335,,,,,,,,,,,,,C4orf3,,,,,,,,,,A4GALT,
336,,,,,,,,,,,,,WDR62,,,,,,,,,,KIAA1522,
337,,,,,,,,,,,,,HJURP,,,,,,,,,,PROSER2,
338,,,,,,,,,,,,,TTK,,,,,,,,,,GDA,
339,,,,,,,,,,,,,ATP5MPL,,,,,,,,,,DHRS9,
340,,,,,,,,,,,,,ATP5MC1,,,,,,,,,,GALNT13,
341,,,,,,,,,,,,,CDKN3,,,,,,,,,,CXADR,
342,,,,,,,,,,,,,AURKAIP1,,,,,,,,,,TCERG1L,
343,,,,,,,,,,,,,ATP5F1D,,,,,,,,,,ELOVL2,
344,,,,,,,,,,,,,PLK4,,,,,,,,,,KCNK1,
345,,,,,,,,,,,,,E2F2,,,,,,,,,,PGBD5,
346,,,,,,,,,,,,,GADD45GIP1,,,,,,,,,,SLC2A10,
347,,,,,,,,,,,,,SF3B6,,,,,,,,,,DDR1,
348,,,,,,,,,,,,,ESPL1,,,,,,,,,,EPS8L2,
349,,,,,,,,,,,,,APRT,,,,,,,,,,SPINT1,
350,,,,,,,,,,,,,TOMM7,,,,,,,,,,FA2H,
351,,,,,,,,,,,,,SHMT2,,,,,,,,,,SH3TC2,
352,,,,,,,,,,,,,PRDX5,,,,,,,,,,COL17A1,
353,,,,,,,,,,,,,POLR2L,,,,,,,,,,LPA,
354,,,,,,,,,,,,,FAM83D,,,,,,,,,,FCGBP,
355,,,,,,,,,,,,,SKA3,,,,,,,,,,BEX2,
356,,,,,,,,,,,,,LAMTOR5,,,,,,,,,,NPFFR2,
357,,,,,,,,,,,,,RPS26,,,,,,,,,,VSNL1,
358,,,,,,,,,,,,,SEC61G,,,,,,,,,,PRAF2,
359,,,,,,,,,,,,,RPS3A,,,,,,,,,,NEURL3,
360,,,,,,,,,,,,,NHP2,,,,,,,,,,TSPAN1,
361,,,,,,,,,,,,,FRMPD3,,,,,,,,,,VXN,
362,,,,,,,,,,,,,SPC24,,,,,,,,,,CAMSAP3,
363,,,,,,,,,,,,,EIF3G,,,,,,,,,,LURAP1,
364,,,,,,,,,,,,,UQCRQ,,,,,,,,,,AP1M2,
365,,,,,,,,,,,,,GINS2,,,,,,,,,,PDGFRL,
366,,,,,,,,,,,,,MRPL40,,,,,,,,,,CDC42BPG,
367,,,,,,,,,,,,,CIB1,,,,,,,,,,LPAR3,
368,,,,,,,,,,,,,CHRAC1,,,,,,,,,,PTPRZ1,
369,,,,,,,,,,,,,MT-ATP8,,,,,,,,,,TMPRSS2,
370,,,,,,,,,,,,,POLR2K,,,,,,,,,,TRIM7,
371,,,,,,,,,,,,,NDUFAF3,,,,,,,,,,MEX3D,
372,,,,,,,,,,,,,HSD17B10,,,,,,,,,,MPP2,
373,,,,,,,,,,,,,ARHGEF39,,,,,,,,,,INSRR,
374,,,,,,,,,,,,,MRPL36,,,,,,,,,,SLC15A1,
375,,,,,,,,,,,,,COMTD1,,,,,,,,,,CAPN13,
376,,,,,,,,,,,,,POLR2J,,,,,,,,,,CFB,
377,,,,,,,,,,,,,CAPN14,,,,,,,,,,SLCO6A1,
378,,,,,,,,,,,,,PPDPF,,,,,,,,,,MPPED1,
379,,,,,,,,,,,,,TXNDC17,,,,,,,,,,OR2A42,
380,,,,,,,,,,,,,PAQR4,,,,,,,,,,CYP2J2,
381,,,,,,,,,,,,,DCTPP1,,,,,,,,,,TMEM171,
382,,,,,,,,,,,,,RNF181,,,,,,,,,,C1orf87,
383,,,,,,,,,,,,,MRPL11,,,,,,,,,,GJA3,
384,,,,,,,,,,,,,KREMEN2,,,,,,,,,,SEC14L3,
385,,,,,,,,,,,,,PCLAF,,,,,,,,,,SYT3,
386,,,,,,,,,,,,,EXOSC4,,,,,,,,,,SERPINB5,
387,,,,,,,,,,,,,TMEM203,,,,,,,,,,HES2,
388,,,,,,,,,,,,,GFER,,,,,,,,,,GAL3ST2,
389,,,,,,,,,,,,,XKRX,,,,,,,,,,SLC5A12,
390,,,,,,,,,,,,,PSRC1,,,,,,,,,,ARHGEF28,
391,,,,,,,,,,,,,TRIAP1,,,,,,,,,,PTPN14,
392,,,,,,,,,,,,,MT-CO3,,,,,,,,,,,
393,,,,,,,,,,,,,CHEK1,,,,,,,,,,,
